Path,CodeSmells
openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,92
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassMetaDataIterator.java,17
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ClassNameDiscriminatorStrategy.java,3
openjpa-kernel/src/main/java/org/apache/openjpa/util/asm/ClassNodeTracker.java,0
openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClasspathMetaDataIterator.java,7
openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ClassRedefiner.java,1
openjpa-kernel/src/main/java/org/apache/openjpa/util/ClassResolver.java,0
openjpa-kernel/src/main/java/org/apache/openjpa/util/ClassResolverImpl.java,4
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassStrategy.java,0
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ClassTableJDBCSeq.java,17
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ClassUtil.java,2
openjpa-kernel/src/main/java/org/apache/openjpa/util/asm/ClassWriterTracker.java,0
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Clearable.java,0
openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ClearableScheduler.java,9
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ClearFieldManager.java,0
openjpa-kernel/src/main/java/org/apache/openjpa/event/ClearListener.java,0
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ClobValueHandler.java,4
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Closeable.java,1
openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/Closure.java,3
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Coalesce.java,4
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CoalesceExpression.java,4
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/CodeFormat.java,11
openjpa-kernel/src/main/java/org/apache/openjpa/enhance/CodeGenerator.java,25
openjpa-kernel/src/main/java/org/apache/openjpa/util/CollectionChangeTracker.java,0
openjpa-kernel/src/main/java/org/apache/openjpa/util/CollectionChangeTrackerImpl.java,4
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CollectionParam.java,9
